Company, Ticker,Exchange
Tandy Leather Factory Inc, TLF,NASDAQ
Tanger Factory Outlet Centers, SKT,NYSE
Tango Therapeutics Inc, TNGX,NASDAQ
Tanox, TNOX,NASDAQ
Tantech Holdings Ltd, TANH,NASDAQ
Tanzanian Gold Corporation, TRX,AMEX
Taomee Holdings Limited American Depositary Shares (Each Representing 20 Ordinary Shares), TAOM,NYSE
Taoping Inc BVI, TAOP,NASDAQ
Tapestry Inc, TPR,NYSE
Tapestry Pharmaceuticals, TPPHD,NASDAQ
Targa Resources Corporation, TRGP,NYSE
Targanta Therapeutics Corp, TARG,NASDAQ
Target Corp, TGT,NYSE
Target Global Acquisition I Corporation, TGAAU,NASDAQ
Target Hospitality Corporation, TH,NASDAQ
Taro Pharmaceutical Industries Ltd, TARO,NYSE
Taronis Technologies Inc, TRNX,NASDAQ
Tarragon, TARR,NASDAQ
Tarsus Pharmaceuticals Inc, TARS,NASDAQ
Taseko Mines Ltd, TGB,AMEX
TaskUs Inc, TASK,NASDAQ
Tastemaker Acquisition Corporation, TMKR,NASDAQ
Tasty Baking Company, TSTY,NASDAQ
TAT Technologies Ltd, TATT,NASDAQ
Tat Technologies Ltd., TATTF,NASDAQ
Tattooed Chef Inc, TTCF,NASDAQ
Tattooed Chef Inc, TTCFW,NASDAQ
Taubman Centers Inc, TCO,NYSE
Taylor Devices Inc, TAYD,NASDAQ
Taylor Morrison Home Holding Company, TMHC,NYSE
Taysha Gene Therapies Inc, TSHA,NASDAQ
TB SA Acquisition Corporation, TBSA,NASDAQ
TB Woods Corp, TBWC,NASDAQ
Tbc Corp, TBCC,NASDAQ
Tbs International, TBSI,NASDAQ
TC Bancshares Inc, TCBC,NASDAQ
TC Energy Corporation, TRP,NYSE
TC Pipelines, TCLP,NASDAQ
TCF Financial Corporation, TCF,NASDAQ
TCF Financial Corporation, TCF,NYSE
TCG BDC Inc, CGBD,NASDAQ
TCR2 Therapeutics Inc, TCRR,NASDAQ
TCV Packaging Inc, TCVA,NASDAQ
TCW Special Purpose Acquisition Corp, TSPQ,NYSE
TCW Strategic Income Fund Inc, TSI,NYSE
TD Ameritrade Holding Corporation, AMTD,NASDAQ
TD Holdings Inc, GLG,NASDAQ
TD SYNNEX Corporation, SNX,NYSE
TDCX Inc, TDCX,NYSE
TDH Holdings Inc, PETZ,NASDAQ
TE Connectivity Ltd, TEL,NYSE
Team Inc, TISI,NYSE
Teamstaff, TSTFD,NASDAQ
Tech and Energy Transition Corporation, TETC,NASDAQ
Tech Data Corporation, TECD,NASDAQ
Tech Target Inc, TTGT,NASDAQ
Tech/Ops Sevcon, TO,NASDAQ
Technical Communications Corp, TCCO,NASDAQ
TechnipFMC Limited, FTI,NYSE
Technology Investment Cap Rts, TICCR,NASDAQ
Technology Research Corp., TRCI,NASDAQ
Technology Select Sector, XLK,AMEX
Technology Solutions Company, TSCCD,NASDAQ
Techwell, TWLL,NASDAQ
Teck Resources Ltd, TECK,NYSE
Tecnoglass Inc, TGLS,NASDAQ
Tecnomatix Technologies Ltd, TCNO,NASDAQ
Tecogen Inc, TGEN,NASDAQ
Tecumseh Products Company - Class A, TECUA,NASDAQ
Teekay Corporation, TK,NYSE
Teekay Tankers Ltd, TNK,NYSE
Tegal Corp., TGALD,NASDAQ
TEGNA Inc, TGNA,NYSE
Tejon Ranch Co, TRC,NYSE
Tekelec, TKLC,NASDAQ
Tekkorp Digital Acquisition Corporation, TEKK,NASDAQ
Tekla Healthcare Investors, HQH,NYSE
Tekla Healthcare Opportunities Fund, THQ,NYSE
Tekla Life Sciences Investors, HQL,NYSE
Tekla World Healthcare Fund, THW,NYSE
TELA Bio Inc, TELA,NASDAQ
Teladoc Health Inc, TDOC,NYSE
Telaria Inc, TLRA,NYSE
Tele2 AB CL A Ads, TLTOA,NASDAQ
Tele2 AB CL B Ads, TLTOB,NASDAQ
Teledyne Technologies Inc, TDY,NYSE
Teleflex Inc, TFX,NYSE
Telefonos de Mexico ADS Each Representing 20 Series A Shares, TFONY,NASDAQ
Teleglobe International Holdings Ltd. - Common Shares, TLGB,NASDAQ
Telenav Inc, TNAV,NASDAQ
Telenor Asa ADS, TELN,NASDAQ
Telephone and Data Systems Inc, TDJ,NYSE
Telephone and Data Systems Inc, TDE,NYSE
Telephone and Data Systems Inc, TDS,NYSE
Telephone and Data Systems Inc, TDA,NYSE
Telesat Corporation, TSAT,NASDAQ
Telesystem International Wireless Inc., TIWI,NASDAQ
Telewest Global, TLWT,NASDAQ
Teligent Inc, TLGT,NASDAQ
Tellabs, TLAB,NASDAQ
Tellium, TELM,NASDAQ
Tellurian Inc, TELL,AMEX
Tellurian Inc, TELZ,AMEX
Tellurian Inc, TELL,AMEX
Tellurian Inc, TELL,NASDAQ
Telos Corporation, TLS,NASDAQ
Telus Corp, TU,NYSE
TELUS International Cda Inc, TIXT,NYSE
Telvent Git, TLVT,NASDAQ
Tempest Therpeutics Inc, TPST,NASDAQ
Templeton Dragon Fund, TDF,NYSE
Templeton Emerging Markets Fund Inc, EMF,NYSE
Templeton Emerging Markets Income Fund Inc, TEI,NYSE
Templeton Global Income Fund Inc, GIM,NYSE
Temporary Sec Nnm ##, TESTA,NASDAQ
Temporary Sec Nnm ##, TESTB,NASDAQ
Temporary Sec Snl, TESTD,NASDAQ
Tempur Sealy International Inc, TPX,NYSE
Tenable Holdings Inc, TENB,NASDAQ
Tenaris, TS,NYSE
Tenax Therapeutics Inc, TENX,NASDAQ
Tenaya Therapeutics Inc, TNYA,NASDAQ
Tencent Music Entertainment Group, TME,NYSE
Tenet Healthcare Corporation New, THC,NYSE
Tengasco Inc New, TGC,AMEX
Tennant Co, TNC,NYSE
Tenneco Inc, TEN,NYSE
Tennessee Commerce Bancorp (TN), TNCC,NASDAQ
Tenzing Acquisition Corporation, TZAC,NASDAQ
T-Equity Capital Corp, TECC,NASDAQ
Terabeam, TRBM,NASDAQ
Teradata Corporation, TDC,NYSE
Teradyne Inc, TER,NASDAQ
TeraWulf Inc, WULF,NASDAQ
Tercica, TRCA,NASDAQ
Terex Corp, TEX,NYSE
Terminix Global Holdings Inc, TMX,NYSE
Terns Pharmaceuticals Inc, TERN,NASDAQ
Terra Income Fund VI, TFSA,NYSE
Terra Networks SA American Dep, TRRA,NASDAQ
Terra Property Trust Inc, TPTA,NYSE
TerraForm Power Inc, TERP,NASDAQ
Terrapin 3 Acquisition Corp., TRTL,NASDAQ
Terrapin 3 Acquisition Corp. - Warrants, TRTLW,NASDAQ
Terrapin 4, TRTLU,NASDAQ
Terremark Worldwide, TMRK,NASDAQ
Terreno Realty Corporation, TRNO,NYSE
Terrestar, TSTR,NASDAQ
Territorial Bancorp Inc, TBNK,NASDAQ
Tesaro, TSRO,NASDAQ
Tesco Corp., TESO,NASDAQ
Tesla Inc, TSLA,NASDAQ
Tesla Inc, TSLA,NASDAQ
TESSCO Technologies Inc, TESS,NASDAQ
Test, ZZZ,AMEX
Test, ZZK,AMEX
Test, PTEST,AMEX
Test, ZVV,AMEX
Test, ZTST,AMEX
Test, ATEST,NASDAQ
TEST, ZAZZT,NASDAQ
Test, ZBZZT,NASDAQ
Test, ZCZZT,NASDAQ
Test, ZJZZT,NASDAQ
TEST, ZVZZT,NASDAQ
TEST, ZXZZT,NASDAQ
Test Issue 222, TRPL,NASDAQ
Test Issue 222, TRPLE,NASDAQ
Test Issue 654321, LMTG,NASDAQ
Test Issue 654321, LMTGE,NASDAQ
Test Issuer Market Surveillance Test Security, ZYSLD,NASDAQ
Test Issuer Test Issue, ZXZST,NASDAQ
Test Issuer Test Issue, ZYSNT,NASDAQ
Test Issuer Test Issue, ZYSOE,NASDAQ
Test Issuer Test Issue, ZYSRR,NASDAQ
Test Issuer Test Issue, ZYSVV,NASDAQ
Test Issuer Test Issue, ZYSWW,NASDAQ
Test Issuer Test Issue, ZYSYY,NASDAQ
Test Issuer Test Issue, ZYUZZ,NASDAQ
Test Issuer Test Issue, ZYZZZ,NASDAQ
Test One Two Three, TEST,NASDAQ
Test Security C Soes Test Security K (Test), ZYSKK,NASDAQ
Teton Energy Corp, TEC,NASDAQ
Tetra Tech Inc, TTEK,NASDAQ
TETRA Technologies, TTI,NYSE
Tetraphase Pharmaceuticals Inc, TTPH,NASDAQ
Teva Pharmaceutical Industries Ltd, TEVA,NYSE
Texas Capital Bancshares - Warrants 01/16/2019, TCBIW,NASDAQ
Texas Capital Bancshares Inc, TCBI,NASDAQ
Texas Capital Bancshares Inc, TCBIL,NASDAQ
Texas Community Bancshares Inc, TCBS,NASDAQ
Texas Instruments Incorporated, TXN,NASDAQ
Texas Instruments Incorporated, TXN,NASDAQ
Texas Pacific Land Corporation, TPL,NYSE
Texas Regional Bancshares, TRBS,NASDAQ
Texas Roadhouse Inc, TXRH,NASDAQ
Texas United Bancshares, TXUI,NASDAQ
Textainer Group Holdings Limited, TGH,NYSE
Textron Inc, TXT,NYSE
TF Financial Corp., THRD,NASDAQ
TFF Pharmaceuticals Inc, TFFP,NASDAQ
TFI International Inc, TFII,NYSE
TFS Financial Corporation, TFSL,NASDAQ
TG Therapeutics Inc, TGTX,NASDAQ
TG Venture Acquisition Corporation, TGVC,NASDAQ
TG Venture Acquisition Corporation, TGVCU,NASDAQ
Thayer Ventures Acquisition Corporation, TVAC,NASDAQ
The Advisory Board Company, ABCO,NASDAQ
The Aristotle, ARTLP,NASDAQ
The Bank Holdings - Warrant, TBHSW,NASDAQ
The Cannabis ETF, THCX,NYSE
The Connecticut Bank And Trust Company, CTBC,NASDAQ
The Dress Barn, DBRN,NASDAQ
The Emerging Markets Fund - Institutional Class, BGSEX,NASDAQ
The Film Department Holdings, TFDI,NASDAQ
The Fortegra Group Inc, FRF,NYSE
The Fresh Market, TFM,NASDAQ
The Gabelli Global Utility And Income Trust - Subscription Rights, GLUXV,NASDAQ
The Gdl Fund - Subscription Rights, GDLXR,NASDAQ
The Gdl Fund - Subscription Rights, GDLXV,NASDAQ
The Keyw Holding Corp., KEYW,NASDAQ
The Knot, KNOT,NASDAQ
The Lion Electric Company, LEV,NYSE
The Management Network Grp., TMNGD,NASDAQ
The Music Acquisition Corporation, TMAC,NYSE
The Navigators Grp., NAVG,NASDAQ
The New Home Company Inc, NWHM,NYSE
The Ogara Grp., OGAR,NASDAQ
The Quigley, QGLY,NASDAQ
The Rubicon Project Inc, RUBI,NASDAQ
The Rubicon Project Inc, RUBI,NYSE
The Savannah Bancorp, SAVB,NASDAQ
The South Financial Grp. Inc., TSFG,NASDAQ
The Southern Company, SOJE,NYSE
The Southern Company, SOJD,NYSE
The Southern Company, SOJA,NYSE
The Southern Company, SOJB,NYSE
The Spectranetics Corp., SPNC,NASDAQ
The Trade Desk Inc, TTD,NASDAQ
The Travelers Companies Inc, TRV,NYSE
The Ultimate Software Grp., ULTI,NASDAQ
The Wet Seal - Class A, WTSLA,NASDAQ
Therapeutics Acquisition Corp, RACA,NASDAQ
Therapeutics Acquisition Corp, TXAC,NASDAQ
TherapeuticsMD Inc, TXMD,NASDAQ
Theratechnologies Inc, THTX,NASDAQ
Theratechnologies Inc., THER,NASDAQ
Theravance - Ex-Distribution When Issued, THRXV,NASDAQ
Theravance Biopharma Inc, TBPH,NASDAQ
Thermadyne Hldgs Corp, THMD,NASDAQ
Thermo Fisher Scientific Inc, TMO,NYSE
ThermoGenesis Holdings Inc, THMO,NASDAQ
Thermon Group Holdings Inc, THR,NYSE
Theseus Pharmaceuticals Inc, THRX,NASDAQ
TheStreet Inc, TST,NASDAQ
Thestreet.Com, TSCM,NASDAQ
Thimble Point Acquisition Corporation, THMA,NASDAQ
Third Coast Bancshares Inc, TCBX,NASDAQ
Third Point Reinsurance Ltd, TPRE,NYSE
THL Credit Inc, TCRD,NASDAQ
THL Credit Inc, TCRZ,NYSE
THL Credit Inc, TCRW,NYSE
THL Credit Senior Loan Fund, TSLF,NYSE
Thoma Bravo Advantage, TBA,NYSE
Thomas Grp., TGIS,NASDAQ
Thomas Grp., TGISD,NASDAQ
Thomas Properties Grp., TPGI,NASDAQ
Thomas Weisel Prtns Grp, TWPG,NASDAQ
Thomburg Income Builder Opportunities Trust, TBLD,NASDAQ
Thomson Reuters Corporation, TRI,NYSE
Thor Industries, THO,NYSE
Thorne HealthTech Inc, THRN,NASDAQ
Thoughtworks Holding Inc, TWKS,NASDAQ
Thq Inc., THQI,NASDAQ
ThredUp Inc, TDUP,NASDAQ
Three Rivers Bancorp, TRBC,NASDAQ
Threshold Pharmaceuticals, THLDD,NASDAQ
Thrive Acquisition Corporation, THAC,NASDAQ
Thrive Acquisition Corporation, THACU,NASDAQ
Thryv Holdings Inc, THRY,NASDAQ
Thunder Bridge Acquisition, TBRG,NASDAQ
Thunder Bridge Acquisition, TBRGW,NASDAQ
Thunder Bridge Acquisition II Ltd, THBR,NASDAQ
Thunder Bridge Capital Partners III Inc, TBCP,NASDAQ
Thunder Bridge Captial Partners IV Inc, THCP,NASDAQ
Tian Ruixiang Holdings Ltd, TIRX,NASDAQ
Tib Financial Corp., TIBB,NASDAQ
Tib Financial Corp., TIBBD,NASDAQ
Tiberius Acquisition Corporation, TIBR,NASDAQ
Ticketmaster, TKTMV,NASDAQ
Ticketmaster Entertainment, TKTM,NASDAQ
Tidewater Inc, TDW,NYSE
Tier Reit, TIER,NYSE
Tiffany and Co, TIF,NYSE
Tiga Acquisition Corp, TINV,NYSE
Tii Network Technologies, TIII,NASDAQ
Tile Shop Holdings Inc, TTS,NASDAQ
Tile Shop Holdings Inc, TTSH,NASDAQ
Tillys Inc, TLYS,NYSE
Tilray Inc, TLRY,NASDAQ
Tilray Inc, TLRY,NASDAQ
TIM SA, TIMB,NYSE
Tim W.E. Sgps, TMWE,NASDAQ
Timber Pharmaceuticals Inc, TMBR,AMEX
Timberland Bancorp Inc, TSBK,NASDAQ
Time Warner Cable, TWC,NYSE
Time Warner Inc. New, TWX,AMEX
Timken Co, TKR,NYSE
TimkenSteel Corporation, TMST,NYSE
Tio Tech A, TIOA,NASDAQ
Tiptree Inc, TIPT,NASDAQ
Tishman Speyer Innovation Corporation II, TSIB,NASDAQ
Titan International Inc, TWI,NYSE
Titan Machinery Inc, TITN,NASDAQ
Titan Medical Inc, TMDI,NASDAQ
Titan Pharmaceuticals Inc, TTNP,NASDAQ
Tivic Health Systems Inc, TIVC,NASDAQ
Tivity Health Inc, TVTY,NASDAQ
TiVo Corporation, TIVO,NASDAQ
TJX Companies Inc, TJX,NYSE
TKB Critical Technologies 1, USCT,NASDAQ
TKB Critical Technologies 1, USCTU,NASDAQ
TKK Symphony Acquisition Corporation, TKKS,NASDAQ
Tlc Vision, TLCV,NASDAQ
TLG Acquisition One Corp, TLGA,NYSE
TLGY Acquisition Corporation, TLGYU,NASDAQ
Tmbr/Sharp Drilling, TBDI,NASDAQ
TMC the Metals Company Inc, TMC,NASDAQ
TMSR Holding Company Limited, WYIGU,NASDAQ
TMSR Holding Company Ltd, TMSR,NASDAQ
T-Netix Inc., TNTX,NASDAQ
Toast Inc, TOST,NYSE
Tobira Therapeutics, TBRA,NASDAQ
Tocagen Inc, TOCA,NASDAQ
Tolerrx, TLRX,NASDAQ
Toll Brothers Inc, TOL,NYSE
Tollgrade Communications, TLGD,NASDAQ
TOMI Environmental Solutions Inc, TOMZ,NASDAQ
Tomotherapy Incorporated, TTPY,NASDAQ
Tomotherapy Incorporated, TOMO,NASDAQ
Tompkins Financial Corporation, TMP,AMEX
Tongxin International Ltd. - Units, TXICU,NASDAQ
Tongxin International Ltd. - Warrants 4/10/2011, TXICW,NASDAQ
Tonix Pharmaceuticals Holding Corporation, TNXP,NASDAQ
Tonix Pharmaceuticals Holding Corporation, TNXP,NASDAQ
Tootsie Roll Industries, TR,NYSE
Top Image Systems, TISA,NASDAQ
TOP Ships Inc, TOPS,NASDAQ
Top Ships Inc., TOPSD,NASDAQ
Top Tankers Inc., TOPT,NASDAQ
TopBuild Corp, BLD,NYSE
Topps Co, TOPP,NASDAQ
Tor Minerals International, TORMD,NASDAQ
Torchlight Energy Resources Inc, TRCH,NASDAQ
Torchmark Corporation, TMK,NYSE
Toreador Resources Corp., TRGL,NASDAQ
TORM PLC, TRMD,NASDAQ
Toro Co, TTC,NYSE
Toronto Dominion Bank, TD,NYSE
Torrid Holdings Inc, CURV,NYSE
Tortoise Acquisition Corp, SHLL,NYSE
Tortoise Acquisition Corp II, SNPR,NYSE
Tortoise Cloud Infrastructure Fund, TCLD,NASDAQ
Tortoise Digital Payments Infrastructure Fund, TPAY,NASDAQ
Tortoise Energy Independence Fund Inc, NDP,NYSE
Tortoise Energy Infrastructure Corporation, TYG,NYSE
Tortoise Midstream Energy Fund Inc, NTG,NYSE
Tortoise Pipeline and Energy Fund Inc, TTP,NYSE
Tortoise Power and Energy Infrastructure Fund Inc, TPZ,NYSE
TortoiseEcofin Acquisition Corp III, TRTL,NYSE
Total Logistics, TLCX,NASDAQ
Total System Services, TSS,NYSE
Tottenham Acquisition I Ltd, TOTA,NASDAQ
Touchtunes, TTUN,NASDAQ
Touchtunes Corp Uts, TTUNU,NASDAQ
Touchtunes Corpor Wrts, TTUNW,NASDAQ
ToughBuilt Industries Inc, TBLT,NASDAQ
Tower Bancorp, TOBC,NASDAQ
Tower Financial Corp., TOFC,NASDAQ
Tower International Inc, TOWR,NYSE
Tower Semiconductor Ltd, TSEM,NASDAQ
Tower Semiconductor Ltd Wts, TSEMW,NASDAQ
Town Sports International Holdings Inc, CLUB,NASDAQ
TowneBank, TOWN,NASDAQ
Townsquare Media Inc, TSQ,NYSE
TPB Acquisition Corporation I, TPBA,NASDAQ
Tpc Grp., TPCG,NASDAQ
TPG Pace Beneficial Finance Corp, TPGY,NYSE
TPG Pace Beneficial II Corp, YTPG,NYSE
TPG Pace Holdings Corp, TPGH,NYSE
TPG Pace Solutions Corp, TPGS,NYSE
TPG Pace Tech Opportunities Corp, PACE,NYSE
TPG Real Estate Finance Trust Inc, TRTX,NYSE
TPI Composites Inc, TPIC,NASDAQ
Track Data, TRACD,NASDAQ
TRACON Pharmaceuticals Inc, TCON,NASDAQ
Tractor Supply Company, TSCO,NASDAQ
Tradestation Grp., TRAD,NASDAQ
TradeUP Acquisition Corporation, UPTD,NASDAQ
TradeUP Acquisition Corporation, UPTDU,NASDAQ
TradeUP Global Corporation, TUGC,NASDAQ
Tradeweb Markets Inc, TW,NASDAQ
Traeger Inc, COOK,NYSE
Traffic.Com, TRFC,NASDAQ
Trailer Bridge, TRBR,NASDAQ
Trane Technologies plc, TT,NYSE
Trans World Entertainment, TWMC,NASDAQ
TransAct Technologies Inc, TACT,NASDAQ
Transaction Systems Architects, TSAI,NASDAQ
TransAlta Corporation, TAC,NYSE
Transamerica Income Shares, TAI,NYSE
TransAtlantic Petroleum Ltd New, TAT,AMEX
Transcat Inc, TRNS,NASDAQ
Transcend Services, TRCR,NASDAQ
TransCode Therapeutics Inc, RNAZ,NASDAQ
Transcontinental Realty Investment Inc, TCI,NYSE
Transdigm Group Incorporated, TDG,NYSE
TransEnterix Inc New, TRXC,AMEX
TransGlobe Energy Corporation, TGA,NASDAQ
Trans-Industries, TRNI,NASDAQ
Transition Therapeutics - Ordinary Shares, TTHI,NASDAQ
Transkaryotic Therapies, TKTX,NASDAQ
Translate Bio Inc, TBIO,NASDAQ
TransMedics Group Inc, TMDX,NASDAQ
Transmeta, TMTA,NASDAQ
Transmeta, TMTAD,NASDAQ
Transmission Holdings Inc, ALSN,NYSE
Transocean Ltd, RIG,NYSE
Transocean Ltd, RIG,NYSE
Transport OF America, TCAM,NASDAQ
Transportadora De Gas Del Sur SA, TGS,NYSE
TransUnion, TRU,NYSE
Transwitch, TXCCD,NASDAQ
Travel plus Leisure Co, TNL,NYSE
TravelCenters of America Inc, TA,NASDAQ
Travelzoo, TZOO,NASDAQ
Travere Therapeutics Inc, TVTX,NASDAQ
Treace Medical Concepts Inc, TMCI,NASDAQ
Trean Insurance Group Inc, TIG,NASDAQ
Trebia Acquisition Corp, TREB,NYSE
Trecora Resources, TREC,NYSE
Tredegar Corp, TG,NYSE
Tree.Com, TREEV,NASDAQ
Treehouse Foods Inc, THS,NYSE
Tremont Mortgage Trust, TRMT,NASDAQ
Trend Micro Incorporated ADS, TMIC,NASDAQ
Trepont Acquisition Corp I, TACA,NYSE
Trevena Inc, TRVN,NASDAQ
Trevi Therapeutics Inc, TRVI,NASDAQ
Trex Company Inc, TREX,NYSE
Tri Continental Corp, TY,NYSE
TRI Pointe Homes Inc, TPH,NYSE
Tribe Capital Growth Corporation I, ATVC,NASDAQ
Tribune Media Company, TRCO,NYSE
Tribune Publishing Company, TPCO,NASDAQ
Tricida Inc, TCDA,NASDAQ
TriCo Bancshares, TCBK,NASDAQ
Trico Marine Services, TRMA,NASDAQ
Tricon Residential Inc, TCN,NYSE
Trident Acquisitions Corporation, TDAC,NASDAQ
Trikon Technologies, TRKN,NASDAQ
Trillium Therapeutics Inc, TRIL,NASDAQ
Trilogy Metals Inc, TMQ,AMEX
Trimas Corporation, TRS,NASDAQ
Trimble Inc, TRMB,NASDAQ
Trimeris, TRMS,NASDAQ
Trina Solar Limited Sponsored Adr (Cayman Islands), TSL,NYSE
Trine Acquisition Corp, TRNE,NYSE
Trine II Acquisition Corp, TRAQ,NYSE
TriNet Group Inc, TNET,NYSE
Trinity Biotech Plc ADS, TRIBD,NASDAQ
Trinity Capital Inc, TRIN,NASDAQ
Trinity Industries Inc, TRN,NYSE
Trinity Merger Corporation, TMCX,NASDAQ
Trinity Place Holdings Inc, TPHS,AMEX
Trinseo Plc, TSE,NYSE
Trinsic, TRNCD,NASDAQ
Trintech, TTPA,NASDAQ
Trio Merger Corp., TRIO,NASDAQ
Trio Tech International, TRT,AMEX
Tripadvisor, TRIPV,NASDAQ
TripAdvisor Inc, TRIP,NASDAQ
Tripath Imaging, TPTH,NASDAQ
Triple Crown Media, TCMIQ,NASDAQ
Triple P N.V., TPPP,NASDAQ
Triple S Management Corporation, GTS,NYSE
TriplePoint Venture Growth BDC Corp, TPVY,NYSE
TriplePoint Venture Growth BDC Corp, TPVG,NYSE
Tristar Acquisition I Corp, TRIS,NYSE
TriState Capital Holdings Inc, TSC,NASDAQ
Triterras Inc, TRIT,NASDAQ
Triton International Ltd, TRTN,NYSE
Triumph Bancorp Inc, TBK,NASDAQ
Triumph Group Inc, TGI,NYSE
Trius Therapeutics, TSRX,NASDAQ
Trizetto Grp., TZIX,NASDAQ
Troika Media Group Inc, TRKA,NASDAQ
Tronox Holdings plc, TROX,NYSE
TROOPS Inc, TROO,NASDAQ
Trovagene - Unit, TROVU,NASDAQ
Trovagene - Warrant, TROVW,NASDAQ
TrovaGene Inc, TROV,NASDAQ
Trubion Pharmaceuticals, TRBN,NASDAQ
True Religion Apparel, TRLG,NASDAQ
TrueBlue Inc, TBI,NYSE
TrueCar Inc, TRUE,NASDAQ
Truist Financial Corporation, TFC,NYSE
Trump Entertainment Resorts, TRMP,NASDAQ
Trunkbow International Holdings Ltd., TBOW,NASDAQ
Trupanion Inc, TRUP,NASDAQ
Trust CO OF N J, TCNJ,NASDAQ
TrustCo Bank Corporation of NY, TRST,NASDAQ
Trustmark Corporation, TRMK,NASDAQ
Trustwave Holdings, TWAV,NASDAQ
TRxADE Health Inc, MEDS,NASDAQ
TS Innovation Acquisition Corporation, TSIA,NASDAQ
Tsakos Energy Navigation Ltd, TNP,NYSE
TScan Therapeutics Inc, TCRX,NASDAQ
Tsr, TSRID,NASDAQ
TSR INC, TSRI,NASDAQ
TTEC Holdings Inc, TTEC,NASDAQ
Tti Team Telecom International Ltd., TTIL,NASDAQ
TTM Technologies Inc, TTMI,NASDAQ
Tuatara Capital Acquisition Corporation, TCAC,NASDAQ
Tubemogul, TUBE,NASDAQ
Tucows Inc, TCX,NASDAQ
Tudou Holdings Limited ADS, TUDO,NASDAQ
Tuesday Morning Corp, TUES,NASDAQ
Tuesday Morning Corporation, TUEM,NASDAQ
Tufco Technologies, TFCO,NASDAQ
Tufin Software Technologies Ltd, TUFN,NYSE
Tullys Coffee, TULY,NASDAQ
Tumbleweed Communications Corp, TMWD,NASDAQ
Tupperware Brands, TUP,NYSE
Turbochef Technologies, OVEN,NASDAQ
Turmeric Acquisition Corporation, TMPM,NASDAQ
Turning Point Brands Inc, TPB,NYSE
Turning Point Therapeutics Inc, TPTX,NASDAQ
Turquoise Hill Resources Ltd, TRQ,NYSE
Turtle Beach Corporation, HEAR,NASDAQ
Tuscan Holdings Corporation, THCB,NASDAQ
Tuscan Holdings Corporation II, THCA,NASDAQ
Tut Systems, TUTS,NASDAQ
Tutor Perini Corporation, TPC,NYSE
Tuya Inc, TUYA,NYSE
Tvax Biomedical, TVAX,NASDAQ
TWC Tech Holdings II Corporation, TWCT,NASDAQ
Twelve Seas Investment Company II, TWLV,NASDAQ
TWENTY-FIRST CENTURY FOX INC, TFCF,NASDAQ
TWENTY-FIRST CENTURY FOX INC, TFCFA,NASDAQ
Twilio Inc, TWLO,NYSE
Twin Disc Inc, TWIN,NASDAQ
Twin Ridge Capital Acquisition Corp, TRCA,NYSE
Twin River Worldwide Holdings Inc, TRWH,NYSE
Twin Vee PowerCats Company, VEEE,NASDAQ
Twist Bioscience Corporation, TWST,NASDAQ
Twitter Inc, TWTR,NYSE
Twitter Inc, TWTR,NYSE
TWO, TWOA,NYSE
Two Harbors Investment Corporation, TWO,NYSE
Two Oaks Diversified Growth & Income Fd, TWOCX,NASDAQ
Two River Bancorp, TRCB,NASDAQ
Txco Resources, TXCO,NASDAQ
Tyco International Plc (Ireland) Ordinary Share, TYC,NYSE
Tyler Technologies Corp, TYL,NYSE
Tyme Technologies Inc New, TYME,NASDAQ
Tyra Biosciences Inc, TYRA,NASDAQ
Tyson Foods, TSN,NYSE
TZP Strategies Acquisition Corporation, TZPS,NASDAQ
U.S. Home Systems, USHS,NASDAQ
U.S. Home Systems, USHS,NASDAQ
U.S. Plastic Lumber Corp, USPL,NASDAQ
U.S. Plastic Lumber Corp, USPL,NASDAQ
U.S. Xpress Ent Class A, XPRSA,NASDAQ
U.S. Xpress Ent Class A, XPRSA,NASDAQ
Ual Corp., UAUA,NASDAQ
Ual Corp., UAUA,NASDAQ
Uap Hldg Corp, UAPH,NASDAQ
Uap Hldg Corp, UAPH,NASDAQ
Uber Technologies Inc, UBER,NYSE
Uber Technologies Inc, UBER,NYSE
Uber Technologies Inc, UBER,NYSE
Ubiquitel Inc., UPCS,NASDAQ
Ubiquitel Inc., UPCS,NASDAQ
Ubiquiti Inc, UI,NYSE
Ubiquiti Inc, UI,NYSE
Ubiquiti Networks Inc, UBNT,NASDAQ
Ubiquiti Networks Inc, UBNT,NASDAQ
Ubs AG Exchange Traded Access Securities (E-Tracs) Daily Long Short Vix Etn Due November 30 2040, XVIX,AMEX
Ubs AG Exchange Traded Access Securities (E-Tracs) Daily Long Short Vix Etn Due November 30 2040, XVIX,AMEX
Ubs E-Tracs S&P 500 Gold Hedged Etn, SPGH,AMEX
Ubs E-Tracs S&P 500 Gold Hedged Etn, SPGH,AMEX
Ubs Financial Services, PWJC,NASDAQ
Ubs Financial Services, PWJC,NASDAQ
UBS Group AG, UBS,NYSE
UBS Group AG, UBS,NYSE
Ucbh Holdings, UCBHQ,NASDAQ
Ucbh Holdings, UCBHQ,NASDAQ
Ucn, UCNN,NASDAQ
Ucn, UCNN,NASDAQ
Ucommune International Ltd, UK,NASDAQ
Ucommune International Ltd, UK,NASDAQ
Ucp Class A, UCP,NYSE
Ucp Class A, UCP,NYSE
Udemy Inc, UDMY,NASDAQ
Udemy Inc, UDMY,NASDAQ
UDR Inc, UDR,NYSE
UDR Inc, UDR,NYSE
UFP Industries Inc, UFPI,NASDAQ
UFP Industries Inc, UFPI,NASDAQ
